a,b,number,start,end
BEL,NZL,966,2024,9999
BGR,NZL,966,2024,9999
HRV,NZL,966,2024,9999
CYP,NZL,966,2024,9999
CZE,NZL,966,2024,9999
DNK,NZL,966,2024,9999
EST,NZL,966,2024,9999
FIN,NZL,966,2024,9999
FRA,NZL,966,2024,9999
DEU,NZL,966,2024,9999
GRC,NZL,966,2024,9999
HUN,NZL,966,2024,9999
IRL,NZL,966,2024,9999
ITA,NZL,966,2024,9999
LVA,NZL,966,2024,9999
LTU,NZL,966,2024,9999
LUX,NZL,966,2024,9999
MLT,NZL,966,2024,9999
NLD,NZL,966,2024,9999
NZL,POL,966,2024,9999
NZL,PRT,966,2024,9999
NZL,ROU,966,2024,9999
NZL,SVK,966,2024,9999
NZL,SVN,966,2024,9999
NZL,ESP,966,2024,9999
NZL,SWE,966,2024,9999
NZL,GBR,966,2024,9999
IDN,PAK,971,2013,9999
ECU,ISL,972,2020,9999
ECU,LIE,972,2020,9999
ECU,NOR,972,2020,9999
ECU,CHE,972,2020,9999
CHL,URY,974,2018,9999
AUT,XKX,975,2016,9999
BEL,XKX,975,2016,9999
BGR,XKX,975,2016,9999
HRV,XKX,975,2016,9999
CYP,XKX,975,2016,9999
CZE,XKX,975,2016,9999
DNK,XKX,975,2016,9999
EST,XKX,975,2016,9999
FIN,XKX,975,2016,9999
FRA,XKX,975,2016,9999
DEU,XKX,975,2016,9999
GRC,XKX,975,2016,9999
HUN,XKX,975,2016,9999
IRL,XKX,975,2016,9999
ITA,XKX,975,2016,9999
XKX,LVA,975,2016,9999
XKX,LTU,975,2016,9999
XKX,LUX,975,2016,9999
XKX,MLT,975,2016,9999
XKX,NLD,975,2016,9999
XKX,POL,975,2016,9999
XKX,PRT,975,2016,9999
XKX,ROU,975,2016,9999
XKX,SVK,975,2016,9999
XKX,SVN,975,2016,9999
XKX,ESP,975,2016,9999
XKX,SWE,975,2016,9999
XKX,GBR,975,2016,2020
LAO,USA,976,2005,9999
AUT,BWA,978,2016,9999
AUT,SWZ,978,2016,9999
AUT,LSO,978,2016,9999
AUT,MOZ,978,2016,9999
AUT,NAM,978,2016,9999
AUT,ZAF,978,2016,9999
BEL,BWA,978,2016,9999
BEL,SWZ,978,2016,9999
BEL,LSO,978,2016,9999
BEL,MOZ,978,2016,9999
BEL,NAM,978,2016,9999
BEL,ZAF,978,2016,9999
BWA,BGR,978,2016,9999
BWA,HRV,978,2016,9999
BWA,CYP,978,2016,9999
BWA,CZE,978,2016,9999
BWA,DNK,978,2016,9999
BWA,EST,978,2016,9999
BWA,FIN,978,2016,9999
BWA,FRA,978,2016,9999
BWA,DEU,978,2016,9999
BWA,GRC,978,2016,9999
BWA,HUN,978,2016,9999
BWA,IRL,978,2016,9999
BWA,ITA,978,2016,9999
BWA,LVA,978,2016,9999
BWA,LTU,978,2016,9999
BWA,LUX,978,2016,9999
BWA,MLT,978,2016,9999
BWA,NLD,978,2016,9999
BWA,POL,978,2016,9999
BWA,PRT,978,2016,9999
BWA,ROU,978,2016,9999
BWA,SVK,978,2016,9999
BWA,SVN,978,2016,9999
BWA,ESP,978,2016,9999
BWA,SWE,978,2016,9999
BWA,GBR,978,2016,2020
BGR,SWZ,978,2016,9999
BGR,LSO,978,2016,9999
BGR,MOZ,978,2016,9999
BGR,NAM,978,2016,9999
BGR,ZAF,978,2016,9999
HRV,SWZ,978,2016,9999
HRV,LSO,978,2016,9999
HRV,MOZ,978,2016,9999
HRV,NAM,978,2016,9999
HRV,ZAF,978,2016,9999
CYP,SWZ,978,2016,9999
CYP,LSO,978,2016,9999
CYP,MOZ,978,2016,9999
CYP,NAM,978,2016,9999
CYP,ZAF,978,2016,9999
CZE,SWZ,978,2016,9999
CZE,LSO,978,2016,9999
CZE,MOZ,978,2016,9999
CZE,NAM,978,2016,9999
CZE,ZAF,978,2016,9999
DNK,SWZ,978,2016,9999
DNK,LSO,978,2016,9999
DNK,MOZ,978,2016,9999
DNK,NAM,978,2016,9999
DNK,ZAF,978,2016,9999
EST,SWZ,978,2016,9999
EST,LSO,978,2016,9999
EST,MOZ,978,2016,9999
EST,NAM,978,2016,9999
EST,ZAF,978,2016,9999
SWZ,FIN,978,2016,9999
SWZ,FRA,978,2016,9999
SWZ,DEU,978,2016,9999
SWZ,GRC,978,2016,9999
SWZ,HUN,978,2016,9999
SWZ,IRL,978,2016,9999
SWZ,ITA,978,2016,9999
SWZ,LVA,978,2016,9999
SWZ,LTU,978,2016,9999
SWZ,LUX,978,2016,9999
SWZ,MLT,978,2016,9999
SWZ,NLD,978,2016,9999
SWZ,POL,978,2016,9999
SWZ,PRT,978,2016,9999
SWZ,ROU,978,2016,9999
SWZ,SVK,978,2016,9999
SWZ,SVN,978,2016,9999
SWZ,ESP,978,2016,9999
SWZ,SWE,978,2016,9999
SWZ,GBR,978,2016,2020
FIN,LSO,978,2016,9999
FIN,MOZ,978,2016,9999
FIN,NAM,978,2016,9999
FIN,ZAF,978,2016,9999
FRA,LSO,978,2016,9999
FRA,MOZ,978,2016,9999
FRA,NAM,978,2016,9999
FRA,ZAF,978,2016,9999
DEU,LSO,978,2016,9999
DEU,MOZ,978,2016,9999
DEU,NAM,978,2016,9999
DEU,ZAF,978,2016,9999
GRC,LSO,978,2016,9999
GRC,MOZ,978,2016,9999
GRC,NAM,978,2016,9999
GRC,ZAF,978,2016,9999
HUN,LSO,978,2016,9999
HUN,MOZ,978,2016,9999
HUN,NAM,978,2016,9999
HUN,ZAF,978,2016,9999
IRL,LSO,978,2016,9999
IRL,MOZ,978,2016,9999
IRL,NAM,978,2016,9999
IRL,ZAF,978,2016,9999
ITA,LSO,978,2016,9999
ITA,MOZ,978,2016,9999
ITA,NAM,978,2016,9999
ITA,ZAF,978,2016,9999
LVA,LSO,978,2016,9999
LVA,MOZ,978,2016,9999
LVA,NAM,978,2016,9999
LVA,ZAF,978,2016,9999
LSO,LTU,978,2016,9999
LSO,LUX,978,2016,9999
LSO,MLT,978,2016,9999
LSO,NLD,978,2016,9999
LSO,POL,978,2016,9999
LSO,PRT,978,2016,9999
LSO,ROU,978,2016,9999
LSO,SVK,978,2016,9999
LSO,SVN,978,2016,9999
LSO,ESP,978,2016,9999
LSO,SWE,978,2016,9999
LSO,GBR,978,2016,2020
LTU,MOZ,978,2016,9999
LTU,NAM,978,2016,9999
LTU,ZAF,978,2016,9999
LUX,MOZ,978,2016,9999
LUX,NAM,978,2016,9999
LUX,ZAF,978,2016,9999
MLT,MOZ,978,2016,9999
MLT,NAM,978,2016,9999
MLT,ZAF,978,2016,9999
MOZ,NLD,978,2016,9999
MOZ,POL,978,2016,9999
MOZ,PRT,978,2016,9999
MOZ,ROU,978,2016,9999
MOZ,SVK,978,2016,9999
MOZ,SVN,978,2016,9999
MOZ,ESP,978,2016,9999
MOZ,SWE,978,2016,9999
MOZ,GBR,978,2016,2020
NAM,NLD,978,2016,9999
NAM,POL,978,2016,9999
NAM,PRT,978,2016,9999
NAM,ROU,978,2016,9999
NAM,SVK,978,2016,9999
NAM,SVN,978,2016,9999
NAM,ESP,978,2016,9999
NAM,SWE,978,2016,9999
NAM,GBR,978,2016,2020
NLD,ZAF,978,2016,9999
POL,ZAF,978,2016,9999
PRT,ZAF,978,2016,9999
ROU,ZAF,978,2016,9999
SVK,ZAF,978,2016,9999
SVN,ZAF,978,2016,9999
ZAF,ESP,978,2016,9999
ZAF,SWE,978,2016,9999
ZAF,GBR,978,2016,2020
AUT,FJI,979,2009,9999
AUT,PNG,979,2009,9999
BEL,FJI,979,2009,9999
BEL,PNG,979,2009,9999
BGR,FJI,979,2009,9999
BGR,PNG,979,2009,9999
HRV,FJI,979,2009,9999
HRV,PNG,979,2009,9999
CYP,FJI,979,2009,9999
CYP,PNG,979,2009,9999
CZE,FJI,979,2009,9999
CZE,PNG,979,2009,9999
DNK,FJI,979,2009,9999
DNK,PNG,979,2009,9999
EST,FJI,979,2009,9999
EST,PNG,979,2009,9999
FJI,FIN,979,2009,9999
FJI,FRA,979,2009,9999
FJI,DEU,979,2009,9999
FJI,GRC,979,2009,9999
FJI,HUN,979,2009,9999
FJI,IRL,979,2009,9999
FJI,ITA,979,2009,9999
FJI,LVA,979,2009,9999
FJI,LTU,979,2009,9999
FJI,LUX,979,2009,9999
FJI,MLT,979,2009,9999
FJI,NLD,979,2009,9999
FJI,POL,979,2009,9999
FJI,PRT,979,2009,9999
FJI,ROU,979,2009,9999
FJI,SVK,979,2009,9999
FJI,SVN,979,2009,9999
FJI,ESP,979,2009,9999
FJI,SWE,979,2009,9999
FJI,GBR,979,2009,2020
FIN,PNG,979,2009,9999
FRA,PNG,979,2009,9999
DEU,PNG,979,2009,9999
GRC,PNG,979,2009,9999
HUN,PNG,979,2009,9999
IRL,PNG,979,2009,9999
ITA,PNG,979,2009,9999
LVA,PNG,979,2009,9999
LTU,PNG,979,2009,9999
LUX,PNG,979,2009,9999
MLT,PNG,979,2009,9999
NLD,PNG,979,2009,9999
PNG,POL,979,2009,9999
PNG,PRT,979,2009,9999
PNG,ROU,979,2009,9999
PNG,SVK,979,2009,9999
PNG,SVN,979,2009,9999
PNG,ESP,979,2009,9999
PNG,SWE,979,2009,9999
PNG,GBR,979,2009,2020
AUT,WSM,979+1,2018,9999
BEL,WSM,979+1,2018,9999
BGR,WSM,979+1,2018,9999
HRV,WSM,979+1,2018,9999
CYP,WSM,979+1,2018,9999
CZE,WSM,979+1,2018,9999
DNK,WSM,979+1,2018,9999
EST,WSM,979+1,2018,9999
FJI,WSM,979+1,2018,9999
FIN,WSM,979+1,2018,9999
FRA,WSM,979+1,2018,9999
DEU,WSM,979+1,2018,9999
GRC,WSM,979+1,2018,9999
HUN,WSM,979+1,2018,9999
IRL,WSM,979+1,2018,9999
ITA,WSM,979+1,2018,9999
LVA,WSM,979+1,2018,9999
LTU,WSM,979+1,2018,9999
LUX,WSM,979+1,2018,9999
MLT,WSM,979+1,2018,9999
NLD,WSM,979+1,2018,9999
PNG,WSM,979+1,2018,9999
POL,WSM,979+1,2018,9999
PRT,WSM,979+1,2018,9999
ROU,WSM,979+1,2018,9999
WSM,SVK,979+1,2018,9999
WSM,SVN,979+1,2018,9999
WSM,ESP,979+1,2018,9999
WSM,SWE,979+1,2018,9999
WSM,GBR,979+1,2018,2020
AUT,SLB,979+2,2020,9999
BEL,SLB,979+2,2020,9999
BGR,SLB,979+2,2020,9999
HRV,SLB,979+2,2020,9999
CYP,SLB,979+2,2020,9999
CZE,SLB,979+2,2020,9999
DNK,SLB,979+2,2020,9999
EST,SLB,979+2,2020,9999
FJI,SLB,979+2,2020,9999
FIN,SLB,979+2,2020,9999
FRA,SLB,979+2,2020,9999
DEU,SLB,979+2,2020,9999
GRC,SLB,979+2,2020,9999
HUN,SLB,979+2,2020,9999
IRL,SLB,979+2,2020,9999
ITA,SLB,979+2,2020,9999
LVA,SLB,979+2,2020,9999
LTU,SLB,979+2,2020,9999
LUX,SLB,979+2,2020,9999
MLT,SLB,979+2,2020,9999
NLD,SLB,979+2,2020,9999
PNG,SLB,979+2,2020,9999
POL,SLB,979+2,2020,9999
PRT,SLB,979+2,2020,9999
ROU,SLB,979+2,2020,9999
WSM,SLB,979+2,2020,9999
SVK,SLB,979+2,2020,9999
SVN,SLB,979+2,2020,9999
SLB,ESP,979+2,2020,9999
SLB,SWE,979+2,2020,9999
SLB,GBR,979+2,2020,2020
GEO,ISL,981,2017,9999
GEO,LIE,981,2017,9999
GEO,NOR,981,2017,9999
GEO,CHE,981,2017,9999
MDA,TUR,983,2016,9999
HKG,MAC,984,2017,9999
SGP,LKA,987,2018,9999
DZA,AGO,1110a,2023,9999
DZA,BEN,1110a,2023,9999
DZA,BWA,1110a,2023,9999
DZA,BFA,1110a,2023,9999
DZA,BDI,1110a,2023,9999
DZA,CMR,1110a,2023,9999
DZA,CPV,1110a,2023,9999
DZA,CAF,1110a,2023,9999
DZA,TCD,1110a,2023,9999
DZA,COM,1110a,2023,9999
DZA,COG,1110a,2023,9999
DZA,COD,1110a,2023,9999
DZA,CIV,1110a,2023,9999
DZA,DJI,1110a,2023,9999
DZA,EGY,1110a,2023,9999
DZA,GNQ,1110a,2023,9999
DZA,SWZ,1110a,2023,9999
DZA,ETH,1110a,2023,9999
DZA,GAB,1110a,2023,9999
DZA,GMB,1110a,2023,9999
DZA,GHA,1110a,2023,9999
DZA,GIN,1110a,2023,9999
DZA,GNB,1110a,2023,9999
DZA,KEN,1110a,2023,9999
DZA,LSO,1110a,2023,9999
DZA,LBR,1110a,2023,9999
DZA,LBY,1110a,2023,9999
DZA,MDG,1110a,2023,9999
DZA,MWI,1110a,2023,9999
DZA,MLI,1110a,2023,9999
DZA,MRT,1110a,2023,9999
DZA,MUS,1110a,2023,9999
DZA,MAR,1110a,2023,9999
DZA,MOZ,1110a,2023,9999
DZA,NAM,1110a,2023,9999
DZA,NER,1110a,2023,9999
DZA,NGA,1110a,2023,9999
DZA,RWA,1110a,2023,9999
DZA,STP,1110a,2023,9999
DZA,SEN,1110a,2023,9999
DZA,SYC,1110a,2023,9999
DZA,SLE,1110a,2023,9999
DZA,SOM,1110a,2023,9999
DZA,ZAF,1110a,2023,9999
DZA,SSD,1110a,2023,9999
DZA,SDN,1110a,2023,9999
DZA,TZA,1110a,2023,9999
DZA,TGO,1110a,2023,9999
DZA,TUN,1110a,2023,9999
DZA,UGA,1110a,2023,9999
DZA,ESH,1110a,2023,9999
DZA,ZMB,1110a,2023,9999
DZA,ZWE,1110a,2023,9999
AGO,BEN,1110a,2023,9999
AGO,BWA,1110a,2023,9999
AGO,BFA,1110a,2023,9999
AGO,BDI,1110a,2023,9999
AGO,CMR,1110a,2023,9999
AGO,CPV,1110a,2023,9999
AGO,CAF,1110a,2023,9999
AGO,TCD,1110a,2023,9999
AGO,COM,1110a,2023,9999
AGO,COG,1110a,2023,9999
AGO,COD,1110a,2023,9999
AGO,CIV,1110a,2023,9999
AGO,DJI,1110a,2023,9999
AGO,EGY,1110a,2023,9999
AGO,GNQ,1110a,2023,9999
AGO,SWZ,1110a,2023,9999
AGO,ETH,1110a,2023,9999
AGO,GAB,1110a,2023,9999
AGO,GMB,1110a,2023,9999
AGO,GHA,1110a,2023,9999
AGO,GIN,1110a,2023,9999
AGO,GNB,1110a,2023,9999
AGO,KEN,1110a,2023,9999
AGO,LSO,1110a,2023,9999
AGO,LBR,1110a,2023,9999
AGO,LBY,1110a,2023,9999
AGO,MDG,1110a,2023,9999
AGO,MWI,1110a,2023,9999
AGO,MLI,1110a,2023,9999
AGO,MRT,1110a,2023,9999
AGO,MUS,1110a,2023,9999
AGO,MAR,1110a,2023,9999
AGO,MOZ,1110a,2023,9999
AGO,NAM,1110a,2023,9999
AGO,NER,1110a,2023,9999
AGO,NGA,1110a,2023,9999
AGO,RWA,1110a,2023,9999
AGO,STP,1110a,2023,9999
AGO,SEN,1110a,2023,9999
AGO,SYC,1110a,2023,9999
AGO,SLE,1110a,2023,9999
AGO,SOM,1110a,2023,9999
AGO,ZAF,1110a,2023,9999
AGO,SSD,1110a,2023,9999
AGO,SDN,1110a,2023,9999
AGO,TZA,1110a,2023,9999
AGO,TGO,1110a,2023,9999
AGO,TUN,1110a,2023,9999
AGO,UGA,1110a,2023,9999
AGO,ESH,1110a,2023,9999
AGO,ZMB,1110a,2023,9999
AGO,ZWE,1110a,2023,9999
BEN,BWA,1110a,2023,9999
BEN,BFA,1110a,2023,9999
BEN,BDI,1110a,2023,9999
BEN,CMR,1110a,2023,9999
BEN,CPV,1110a,2023,9999
BEN,CAF,1110a,2023,9999
BEN,TCD,1110a,2023,9999
BEN,COM,1110a,2023,9999
BEN,COG,1110a,2023,9999
BEN,COD,1110a,2023,9999
BEN,CIV,1110a,2023,9999
BEN,DJI,1110a,2023,9999
BEN,EGY,1110a,2023,9999
BEN,GNQ,1110a,2023,9999
BEN,SWZ,1110a,2023,9999
BEN,ETH,1110a,2023,9999
BEN,GAB,1110a,2023,9999
BEN,GMB,1110a,2023,9999
BEN,GHA,1110a,2023,9999
BEN,GIN,1110a,2023,9999
BEN,GNB,1110a,2023,9999
BEN,KEN,1110a,2023,9999
BEN,LSO,1110a,2023,9999
BEN,LBR,1110a,2023,9999
BEN,LBY,1110a,2023,9999
BEN,MDG,1110a,2023,9999
BEN,MWI,1110a,2023,9999
BEN,MLI,1110a,2023,9999
BEN,MRT,1110a,2023,9999
BEN,MUS,1110a,2023,9999
BEN,MAR,1110a,2023,9999
BEN,MOZ,1110a,2023,9999
BEN,NAM,1110a,2023,9999
BEN,NER,1110a,2023,9999
BEN,NGA,1110a,2023,9999
BEN,RWA,1110a,2023,9999
BEN,STP,1110a,2023,9999
BEN,SEN,1110a,2023,9999
BEN,SYC,1110a,2023,9999
BEN,SLE,1110a,2023,9999
BEN,SOM,1110a,2023,9999
BEN,ZAF,1110a,2023,9999
BEN,SSD,1110a,2023,9999
BEN,SDN,1110a,2023,9999
BEN,TZA,1110a,2023,9999
BEN,TGO,1110a,2023,9999
BEN,TUN,1110a,2023,9999
BEN,UGA,1110a,2023,9999
BEN,ESH,1110a,2023,9999
BEN,ZMB,1110a,2023,9999
BEN,ZWE,1110a,2023,9999
BWA,BFA,1110a,2023,9999
BWA,BDI,1110a,2023,9999
BWA,CMR,1110a,2023,9999
BWA,CPV,1110a,2023,9999
BWA,CAF,1110a,2023,9999
BWA,TCD,1110a,2023,9999
BWA,COM,1110a,2023,9999
BWA,COG,1110a,2023,9999
BWA,COD,1110a,2023,9999
BWA,CIV,1110a,2023,9999
BWA,DJI,1110a,2023,9999
BWA,EGY,1110a,2023,9999
BWA,GNQ,1110a,2023,9999
BWA,SWZ,1110a,2023,9999
BWA,ETH,1110a,2023,9999
BWA,GAB,1110a,2023,9999
BWA,GMB,1110a,2023,9999
BWA,GHA,1110a,2023,9999
BWA,GIN,1110a,2023,9999
BWA,GNB,1110a,2023,9999
BWA,KEN,1110a,2023,9999
BWA,LSO,1110a,2023,9999
BWA,LBR,1110a,2023,9999
BWA,LBY,1110a,2023,9999
BWA,MDG,1110a,2023,9999
BWA,MWI,1110a,2023,9999
BWA,MLI,1110a,2023,9999
BWA,MRT,1110a,2023,9999
BWA,MUS,1110a,2023,9999
BWA,MAR,1110a,2023,9999
BWA,MOZ,1110a,2023,9999
BWA,NAM,1110a,2023,9999
BWA,NER,1110a,2023,9999
BWA,NGA,1110a,2023,9999
BWA,RWA,1110a,2023,9999
BWA,STP,1110a,2023,9999
BWA,SEN,1110a,2023,9999
BWA,SYC,1110a,2023,9999
BWA,SLE,1110a,2023,9999
BWA,SOM,1110a,2023,9999
BWA,ZAF,1110a,2023,9999
BWA,SSD,1110a,2023,9999
BWA,SDN,1110a,2023,9999
BWA,TZA,1110a,2023,9999
BWA,TGO,1110a,2023,9999
BWA,TUN,1110a,2023,9999
BWA,UGA,1110a,2023,9999
BWA,ESH,1110a,2023,9999
BWA,ZMB,1110a,2023,9999
BWA,ZWE,1110a,2023,9999
BFA,BDI,1110a,2023,9999
BFA,CMR,1110a,2023,9999
BFA,CPV,1110a,2023,9999
BFA,CAF,1110a,2023,9999
BFA,TCD,1110a,2023,9999
BFA,COM,1110a,2023,9999
BFA,COG,1110a,2023,9999
BFA,COD,1110a,2023,9999
BFA,CIV,1110a,2023,9999
BFA,DJI,1110a,2023,9999
BFA,EGY,1110a,2023,9999
BFA,GNQ,1110a,2023,9999
BFA,SWZ,1110a,2023,9999
BFA,ETH,1110a,2023,9999
BFA,GAB,1110a,2023,9999
BFA,GMB,1110a,2023,9999
BFA,GHA,1110a,2023,9999
BFA,GIN,1110a,2023,9999
BFA,GNB,1110a,2023,9999
BFA,KEN,1110a,2023,9999
BFA,LSO,1110a,2023,9999
BFA,LBR,1110a,2023,9999
BFA,LBY,1110a,2023,9999
BFA,MDG,1110a,2023,9999
BFA,MWI,1110a,2023,9999
BFA,MLI,1110a,2023,9999
BFA,MRT,1110a,2023,9999
BFA,MUS,1110a,2023,9999
BFA,MAR,1110a,2023,9999
BFA,MOZ,1110a,2023,9999
BFA,NAM,1110a,2023,9999
BFA,NER,1110a,2023,9999
BFA,NGA,1110a,2023,9999
BFA,RWA,1110a,2023,9999
BFA,STP,1110a,2023,9999
BFA,SEN,1110a,2023,9999
BFA,SYC,1110a,2023,9999
BFA,SLE,1110a,2023,9999
BFA,SOM,1110a,2023,9999
BFA,ZAF,1110a,2023,9999
BFA,SSD,1110a,2023,9999
BFA,SDN,1110a,2023,9999
BFA,TZA,1110a,2023,9999
BFA,TGO,1110a,2023,9999
BFA,TUN,1110a,2023,9999
BFA,UGA,1110a,2023,9999
BFA,ESH,1110a,2023,9999
BFA,ZMB,1110a,2023,9999
BFA,ZWE,1110a,2023,9999
BDI,CMR,1110a,2023,9999
BDI,CPV,1110a,2023,9999
BDI,CAF,1110a,2023,9999
BDI,TCD,1110a,2023,9999
BDI,COM,1110a,2023,9999
BDI,COG,1110a,2023,9999
BDI,COD,1110a,2023,9999
BDI,CIV,1110a,2023,9999
BDI,DJI,1110a,2023,9999
BDI,EGY,1110a,2023,9999
BDI,GNQ,1110a,2023,9999
BDI,SWZ,1110a,2023,9999
BDI,ETH,1110a,2023,9999
BDI,GAB,1110a,2023,9999
BDI,GMB,1110a,2023,9999
BDI,GHA,1110a,2023,9999
BDI,GIN,1110a,2023,9999
BDI,GNB,1110a,2023,9999
BDI,KEN,1110a,2023,9999
BDI,LSO,1110a,2023,9999
BDI,LBR,1110a,2023,9999
BDI,LBY,1110a,2023,9999
BDI,MDG,1110a,2023,9999
BDI,MWI,1110a,2023,9999
BDI,MLI,1110a,2023,9999
BDI,MRT,1110a,2023,9999
BDI,MUS,1110a,2023,9999
BDI,MAR,1110a,2023,9999
BDI,MOZ,1110a,2023,9999
BDI,NAM,1110a,2023,9999
BDI,NER,1110a,2023,9999
BDI,NGA,1110a,2023,9999
BDI,RWA,1110a,2023,9999
BDI,STP,1110a,2023,9999
BDI,SEN,1110a,2023,9999
BDI,SYC,1110a,2023,9999
BDI,SLE,1110a,2023,9999
BDI,SOM,1110a,2023,9999
BDI,ZAF,1110a,2023,9999
BDI,SSD,1110a,2023,9999
BDI,SDN,1110a,2023,9999
BDI,TZA,1110a,2023,9999
BDI,TGO,1110a,2023,9999
BDI,TUN,1110a,2023,9999
BDI,UGA,1110a,2023,9999
BDI,ESH,1110a,2023,9999
BDI,ZMB,1110a,2023,9999
BDI,ZWE,1110a,2023,9999
CMR,CPV,1110a,2023,9999
CMR,CAF,1110a,2023,9999
CMR,TCD,1110a,2023,9999
CMR,COM,1110a,2023,9999
CMR,COG,1110a,2023,9999
CMR,COD,1110a,2023,9999
CMR,CIV,1110a,2023,9999
CMR,DJI,1110a,2023,9999
CMR,EGY,1110a,2023,9999
CMR,GNQ,1110a,2023,9999
CMR,SWZ,1110a,2023,9999
CMR,ETH,1110a,2023,9999
CMR,GAB,1110a,2023,9999
CMR,GMB,1110a,2023,9999
CMR,GHA,1110a,2023,9999
CMR,GIN,1110a,2023,9999
CMR,GNB,1110a,2023,9999
CMR,KEN,1110a,2023,9999
CMR,LSO,1110a,2023,9999
CMR,LBR,1110a,2023,9999
CMR,LBY,1110a,2023,9999
CMR,MDG,1110a,2023,9999
CMR,MWI,1110a,2023,9999
CMR,MLI,1110a,2023,9999
CMR,MRT,1110a,2023,9999
CMR,MUS,1110a,2023,9999
CMR,MAR,1110a,2023,9999
CMR,MOZ,1110a,2023,9999
CMR,NAM,1110a,2023,9999
CMR,NER,1110a,2023,9999
CMR,NGA,1110a,2023,9999
CMR,RWA,1110a,2023,9999
CMR,STP,1110a,2023,9999
CMR,SEN,1110a,2023,9999
CMR,SYC,1110a,2023,9999
CMR,SLE,1110a,2023,9999
CMR,SOM,1110a,2023,9999
CMR,ZAF,1110a,2023,9999
CMR,SSD,1110a,2023,9999
CMR,SDN,1110a,2023,9999
CMR,TZA,1110a,2023,9999
CMR,TGO,1110a,2023,9999
CMR,TUN,1110a,2023,9999
CMR,UGA,1110a,2023,9999
CMR,ESH,1110a,2023,9999
CMR,ZMB,1110a,2023,9999
CMR,ZWE,1110a,2023,9999
CPV,CAF,1110a,2023,9999
CPV,TCD,1110a,2023,9999
CPV,COM,1110a,2023,9999
CPV,COG,1110a,2023,9999
CPV,COD,1110a,2023,9999
CPV,CIV,1110a,2023,9999
CPV,DJI,1110a,2023,9999
CPV,EGY,1110a,2023,9999
CPV,GNQ,1110a,2023,9999
CPV,SWZ,1110a,2023,9999
CPV,ETH,1110a,2023,9999
CPV,GAB,1110a,2023,9999
CPV,GMB,1110a,2023,9999
CPV,GHA,1110a,2023,9999
CPV,GIN,1110a,2023,9999
CPV,GNB,1110a,2023,9999
CPV,KEN,1110a,2023,9999
CPV,LSO,1110a,2023,9999
CPV,LBR,1110a,2023,9999
CPV,LBY,1110a,2023,9999
CPV,MDG,1110a,2023,9999
CPV,MWI,1110a,2023,9999
CPV,MLI,1110a,2023,9999
CPV,MRT,1110a,2023,9999
CPV,MUS,1110a,2023,9999
CPV,MAR,1110a,2023,9999
CPV,MOZ,1110a,2023,9999
CPV,NAM,1110a,2023,9999
CPV,NER,1110a,2023,9999
CPV,NGA,1110a,2023,9999
CPV,RWA,1110a,2023,9999
CPV,STP,1110a,2023,9999
CPV,SEN,1110a,2023,9999
CPV,SYC,1110a,2023,9999
CPV,SLE,1110a,2023,9999
CPV,SOM,1110a,2023,9999
CPV,ZAF,1110a,2023,9999
CPV,SSD,1110a,2023,9999
CPV,SDN,1110a,2023,9999
CPV,TZA,1110a,2023,9999
CPV,TGO,1110a,2023,9999
CPV,TUN,1110a,2023,9999
CPV,UGA,1110a,2023,9999
CPV,ESH,1110a,2023,9999
CPV,ZMB,1110a,2023,9999
CPV,ZWE,1110a,2023,9999
CAF,TCD,1110a,2023,9999
CAF,COM,1110a,2023,9999
CAF,COG,1110a,2023,9999
CAF,COD,1110a,2023,9999
CAF,CIV,1110a,2023,9999
CAF,DJI,1110a,2023,9999
CAF,EGY,1110a,2023,9999
CAF,GNQ,1110a,2023,9999
CAF,SWZ,1110a,2023,9999
CAF,ETH,1110a,2023,9999
CAF,GAB,1110a,2023,9999
CAF,GMB,1110a,2023,9999
CAF,GHA,1110a,2023,9999
CAF,GIN,1110a,2023,9999
CAF,GNB,1110a,2023,9999
CAF,KEN,1110a,2023,9999
CAF,LSO,1110a,2023,9999
CAF,LBR,1110a,2023,9999
CAF,LBY,1110a,2023,9999
CAF,MDG,1110a,2023,9999
CAF,MWI,1110a,2023,9999
CAF,MLI,1110a,2023,9999
CAF,MRT,1110a,2023,9999
CAF,MUS,1110a,2023,9999
CAF,MAR,1110a,2023,9999
CAF,MOZ,1110a,2023,9999
CAF,NAM,1110a,2023,9999
CAF,NER,1110a,2023,9999
CAF,NGA,1110a,2023,9999
CAF,RWA,1110a,2023,9999
CAF,STP,1110a,2023,9999
CAF,SEN,1110a,2023,9999
CAF,SYC,1110a,2023,9999
CAF,SLE,1110a,2023,9999
CAF,SOM,1110a,2023,9999
CAF,ZAF,1110a,2023,9999
CAF,SSD,1110a,2023,9999
CAF,SDN,1110a,2023,9999
CAF,TZA,1110a,2023,9999
CAF,TGO,1110a,2023,9999
CAF,TUN,1110a,2023,9999
CAF,UGA,1110a,2023,9999
CAF,ESH,1110a,2023,9999
CAF,ZMB,1110a,2023,9999
CAF,ZWE,1110a,2023,9999
TCD,COM,1110a,2023,9999
TCD,COG,1110a,2023,9999
TCD,COD,1110a,2023,9999
TCD,CIV,1110a,2023,9999
TCD,DJI,1110a,2023,9999
TCD,EGY,1110a,2023,9999
TCD,GNQ,1110a,2023,9999
TCD,SWZ,1110a,2023,9999
TCD,ETH,1110a,2023,9999
TCD,GAB,1110a,2023,9999
TCD,GMB,1110a,2023,9999
